X,Y,Z,C
-0.00938662338359353,-0.762496845773484,0.763594120474345,307
-0.0164349017463743,-0.226485816973678,0.225659332757626,74
0.574363170984072,-0.728235753880924,0.770038736516291,48
-0.592772849120652,-0.810338650736966,0.754580612075998,34
-0.00224261928652569,-1.29426437045574,1.29718963034423,26
0,0,0,21
0.569661867944017,-0.191043640892815,0.231989329057935,17
-0.602163699948693,-0.275971489196522,0.216806177198443,9
-0.580266393549486,-0.0491054560344537,-0.00859325931589794,9
-0.0185567878101227,-1.53319301113578,1.53531536037147,8
0.00685331016913104,-0.531928470877716,0.533831101146433,6
0.579128304418379,-1.26112820143668,1.30374569609604,5
0.563345863081404,-0.962893248036764,1.00432978669192,4
-0.604990807293202,-1.57981371046198,1.52586896919207,4
-0.0259039236504659,-0.997415519061605,0.997689355560805,4
0.580624153294649,0.035169450493612,0.00614404941724089,3
1.16073890282755,-1.24121350036269,1.30768192837935,2
-0.00675395803051915,0.536010191824687,-0.538015175827042,2
0.568246535562108,-1.49980938590136,1.54206958610247,2
-0.58325440106998,-1.34054003070918,1.28802020072207,2
-0.573614831210348,-1.8665242271981,1.81708579067086,1
-0.0331542809153451,-0.457279676870925,0.455608151404252,1
1.15835559628742,-0.707643580405175,0.773908067985289,1
-1.17567502054328,-0.871638848877666,0.743007135707611,1
0.576119191595275,0.57240623858317,-0.531986348158675,1
0.565027671486238,0.350401843780048,-0.310359691656629,1
-0.627094939101207,-1.82359524433525,1.76819325700639,1
0.513542195435078,-0.0179557049811763,0.0554011298728305,1
-1.16005645932836,-0.112016714206902,-0.0196273461100311,1
-0.595079582399586,-2.10967514699209,2.058846386775,1
0.00958969357196504,0.75415281288825,-0.755327483597476,1
-0.59812519835389,1.02343927986293,-1.08843445042195,1
0.585195365585166,-0.497925958095834,0.540087333947231,1
